text,dim_labels,sentiment_labels,risk_label
"红烧狮子头很大个，肉很嫩，汤汁很浓很下饭。","0","1,1,1,1,1,1,1,1",0,27
"服务员直接把账单夹在菜单里扔在桌上，很不礼貌。","3","1,1,1,0,1,1,1,1",1,27
"芒果西米露很好吃，芒果很甜，西米很Q弹。","0","1,1,1,1,1,1,1,1",0,26
"餐厅大堂很宽敞，不会很拥挤，坐着很舒服。","2","1,1,1,1,1,1,1,1",0,26
"毛肚发得太过了，一煮就烂了，没有脆感。","1","1,0,1,1,1,1,1,1",2,26
"香芋派很酥脆，香芋馅很足，不会太甜。","0","1,1,1,1,1,1,1,1",0,25
"服务员收盘子的时候动作很粗鲁，盘子碰撞声很大。","3,2","1,1,0,0,1,1,1,1",1,28
"麻辣豆腐花很特别，咸辣口味，豆腐很嫩。","0","1,1,1,1,1,1,1,1",0,26
"点了一份青菜，洗得不太干净，还有泥沙。","1","1,0,1,1,1,1,1,1",2,25
"蛋挞外皮很酥，蛋液很滑，奶味很足。","0","1,1,1,1,1,1,1,1",0,25
"等位的时候没有叫号系统，全靠人喊，乱糟糟的。","2,4","1,1,0,1,0,1,1,1",1,28
"蚝油生菜很嫩很鲜，蚝油放得刚好，不会太咸。","0","1,1,1,1,1,1,1,1",0,27
"上菜后才发现少给了饭，叫了两次才送来。","3,4","1,1,1,0,0,1,1,1",1,28
"番茄鱼片酸酸甜甜，鱼片很嫩，番茄汤很好喝。","0","1,1,1,1,1,1,1,1",0,26
"店里的厨房是开放式的，看到里面很干净，放心了。","2,7","1,1,1,1,1,1,1,1",0,28
"服务员讲解菜品的典故，很有趣，长知识了。","3","1,1,1,1,1,1,1,1",0,25
"菜里的肉有骚味，没处理好，吃了一口就放下了。","1,0","0,0,1,1,1,1,1,1",2,27
"拔丝地瓜很甜很拉丝，地瓜很糯，很好吃。","0","1,1,1,1,1,1,1,1",0,26
"扫码点餐的页面卡得不行，点一个菜转半天。","3","1,1,1,0,1,1,1,1",1,27
"银丝卷很软很香，可以当点心也可以当主食。","0","1,1,1,1,1,1,1,1",0,26
"结账时要求开发票，说系统坏了开不了，让改天来。","3,5","1,1,1,0,1,0,1,1",2,30
"水煮鱼里的油很清澈，说明用的是好油，放心了。","0,7","1,1,1,1,1,1,1,1",0,28
"服务员在餐厅里跑动，差点撞到我们，也不道歉。","3","1,1,1,0,1,1,1,1",1,27
"藕粉圆子很Q弹，藕粉味很足，桂花汤底很香。","0","1,1,1,1,1,1,1,1",0,27


"中午去人很多，等了很久才有位子，但是味道值得等待。","0,4","1,1,1,1,0,1,1,1",0,29
"服务员把热汤端上来的时候洒了一点在我手上，连对不起都没说。","3,7","1,1,1,0,1,1,1,0",3,30
"咖喱角很酥脆，咖喱味很浓，里面的土豆泥很绵密。","0","1,1,1,1,1,1,1,1",0,28
"手机点餐系统总是闪退，点了半天又没了，很抓狂。","3","1,1,1,0,1,1,1,1",1,29
"清炒虾仁很清爽，虾仁很弹牙，黄瓜丁也很脆。","0,1","1,1,1,1,1,1,1,1",0,27
"餐厅的地砖很滑，穿高跟鞋走路要特别小心。","2","1,1,0,1,1,1,1,1",0,27
"五谷杂粮饭很香，健康又好吃，搭配的菜也很合适。","0","1,1,1,1,1,1,1,1",0,29
"服务员忘了给我们下单，等了半小时才发现，又重新做。","3,4","1,1,1,0,0,1,1,1",2,31
"腐乳空心菜很够味，空心菜很嫩，腐乳味很香。","0","1,1,1,1,1,1,1,1",0,27
"酒酿圆子很好吃，酒味很淡，圆子很Q，桂花很香。","0","1,1,1,1,1,1,1,1",0,27
"店里的座位太矮了，坐久了腿麻，不舒服。","2","1,1,0,1,1,1,1,1",0,26
"香辣螺蛳很够味，螺蛳很新鲜，很好吸，下酒好菜。","0,1","1,1,1,1,1,1,1,1",0,28
"服务员给我们换骨碟很勤快，加水也很及时，点赞。","3","1,1,1,1,1,1,1,1",0,27
"吃到的牛肉有股酸味，明显是变质了，让店家退了。","1,7","1,0,1,1,1,1,1,0",3,30
"咖喱牛肉饭很香，牛肉很烂，咖喱味很浓，配饭一流。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的WiFi密码贴在墙上，连网很方便，网速也快。","2","1,1,1,1,1,1,1,1",0,29
"凉拌木耳很爽脆，酸辣味很开胃，吃饭前吃很好。","0","1,1,1,1,1,1,1,1",0,27
"服务员上菜的时候连着打了两个喷嚏，全喷在菜上了。","3,7","1,1,1,0,1,1,1,0",3,30
"酥肉炸得很香，肉很嫩，撒的辣椒粉很够味。","0","1,1,1,1,1,1,1,1",0,26
"团购价格很划算，但菜量明显比正常点的少很多。","5","1,1,1,1,1,0,1,1",2,28
"花生酪很香浓，花生味很足，口感很细腻。","0","1,1,1,1,1,1,1,1",0,25
"饭店旁边在施工，噪音很大，说话都要提高音量。","2","1,1,0,1,1,1,1,1",0,28
"宫保虾球很好吃，虾球很大，腰果很脆，酸甜辣平衡。","0,1","1,1,1,1,1,1,1,1",0,28
"餐桌上的调料瓶全是灰，很久没人擦过了，卫生堪忧。","2,7","1,1,0,1,1,1,1,0",2,31
"石锅拌饭滋滋作响，锅巴很脆，酱料很正宗。","0","1,1,1,1,1,1,1,1",0,26
"服务员过来问味道怎么样，我们还没来得及说就走了。","3","1,1,1,0,1,1,1,1",1,29
"皮蛋瘦肉粥料很足，皮蛋很多，瘦肉很嫩，粥很绵。","0","1,1,1,1,1,1,1,1",0,28
"小孩在餐厅里乱跑乱叫，服务员也不制止一下。","2,3","1,1,0,0,1,1,1,1",1,29
"干锅肥肠很香，肥肠很有嚼劲，辣椒很够味，下饭。","0","1,1,1,1,1,1,1,1",0,28
"结账的时候POS机坏了，折腾了十五分钟才付成功。","3,5","1,1,1,0,1,0,1,1",1,31
"葱油拌面很简单但很香，葱油味很足，面条筋道。","0","1,1,1,1,1,1,1,1",0,27
"凉菜里发现了一根头发，跟服务员说了换了一份。","7,3","1,1,1,0,1,1,1,0",3,29
"榴莲芝士饼很香，榴莲肉很多，芝士拉丝很长。","0","1,1,1,1,1,1,1,1",0,27
"服务员收盘时把脏盘子从我头顶端过去，汤汁差点滴下来。","3","1,1,1,0,1,1,1,1",1,30
"牛肉烧卖很大个，肉馅很扎实，皮很薄，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"店里的凳子太硬了，坐久了屁股疼，没有垫子。","2","1,1,0,1,1,1,1,1",0,28
"酸菜炒粉条很香很下饭，酸菜很酸爽，粉条很滑。","0","1,1,1,1,1,1,1,1",0,27
"等位的时候服务员送了小吃和饮料，很贴心。","3","1,1,1,1,1,1,1,1",0,27
"黄鱼烧年糕很入味，黄鱼很嫩，年糕很Q弹吸汁。","0","1,1,1,1,1,1,1,1",0,27
"服务员一直站在旁边玩手机，叫了几次才抬起头。","3","1,1,1,0,1,1,1,1",1,28
"芝士火锅很浓郁，面包蘸着吃很香，但吃多了会腻。","0","1,1,1,1,1,1,1,1",0,28
"茶喝到第二壶就没味道了，茶叶品质不太行。","0","0,1,1,1,1,1,1,1",1,27
"麻酱宽粉很香很滑，麻酱味很足，辣油也很香。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的菜单又旧又脏，翻都翻不开，该换了。","2","1,1,0,1,1,1,1,1",0,28
"糖饼很好吃，红糖流心很足，外皮很脆很香。","0","1,1,1,1,1,1,1,1",0,26
"服务员叫了半天没人来点菜，最后自己去前台找的人。","3,4","1,1,1,0,0,1,1,1",1,31
"辣炒年糕很够味，年糕很Q弹，鱼饼也很好吃。","0","1,1,1,1,1,1,1,1",0,27
"吃完饭发现碗底有颗米饭上粘着个虫子。","7","1,1,1,1,1,1,1,0",3,27
"烤红薯很香甜，蜜汁流出来那种，很暖很治愈。","0","1,1,1,1,1,1,1,1",0,26
"店里的灯光太昏暗了，根本看不清菜长什么样。","2","1,1,0,1,1,1,1,1",0,28
"盐水鸭很咸很香，鸭肉很嫩，配啤酒很好。","0","1,1,1,1,1,1,1,1",0,26
"服务员上菜的时候手抖了一下，菜汁溅到我脸上了。","3,7","1,1,1,0,1,1,1,0",3,30
"虾米粉丝煲很香，粉丝很入味，虾米味很足。","0","1,1,1,1,1,1,1,1",0,27
"大堂里坐满了人，但服务员就两个，完全忙不过来。","3,4","1,1,1,0,0,1,1,1",1,30
"豆沙酥很酥脆，豆沙馅很细，甜度刚好。","0","1,1,1,1,1,1,1,1",0,26
"点了一份凉皮，里面吃出了小石子，差点磕到牙。","7","1,1,1,1,1,1,1,0",3,28
"酸汤水饺酸辣开胃，水饺很大个，馅料很扎实。","0","1,1,1,1,1,1,1,1",0,28
"服务员说话声音很大，整个餐厅都听得见，很吵。","3,2","1,1,0,0,1,1,1,1",1,29
"黑椒牛柳饭很香，牛柳很嫩，黑椒味很浓，饭很香。","0","1,1,1,1,1,1,1,1",0,28
"店里的背景墙很漂亮，很适合拍照发朋友圈。","2","1,1,1,1,1,1,1,1",0,27
"鱼香茄子太油腻了，油汪汪的，没吃几口。","0","0,1,1,1,1,1,1,1",1,27
"服务员换骨碟的时候把汤汁溅到了我新买的衣服上。","3,7","1,1,1,0,1,1,1,0",3,31
"煲仔饭的饭焦很香，腊味很足，酱汁调味刚好。","0","1,1,1,1,1,1,1,1",0,28
"门口停车位满了，绕了三圈才找到位置，好烦。","2","1,1,0,1,1,1,1,1",0,28
"海苔花生很脆很香，海苔味很足，配啤酒绝了。","0","1,1,1,1,1,1,1,1",0,27
"结账时服务员态度突然变好，原来是想要好评。","3,5","1,1,1,0,1,0,1,1",1,30
"笋干烧肉很香，笋干很嫩，五花肉很烂，很下饭。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的空调出风口全是灰，吹出来的风都有味道。","2,7","1,1,0,1,1,1,1,0",3,30
"辣条炒饭很特别，辣条的味道融入饭里，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"服务员帮我们拍照，角度找得特别好，很专业。","3","1,1,1,1,1,1,1,1",0,27
"咕咾肉很甜很酸，肉很嫩，菠萝也很新鲜。","0","1,1,1,1,1,1,1,1",0,26
"吃了没几口就发现里面有头发，换了之后还是发现有一根。","7,3","1,1,1,0,1,1,1,0",3,30
"蒸饺皮很薄很滑，肉馅很鲜，配的醋很香。","0","1,1,1,1,1,1,1,1",0,27
"餐厅里有股厕所味，不知道是从哪里飘过来的。","2,7","1,1,0,1,1,1,1,0",3,29
"椒盐皮皮虾很香，肉很多，椒盐味很足。","0,1","1,1,1,1,1,1,1,1",0,26
"服务员下单下错了，上来的菜不是我们点的，还不承认。","3","1,1,1,0,1,1,1,1",2,30
"红糖发糕很软很甜，红枣味很香，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"包间的隔音很差，隔壁说话听得一清二楚。","2","1,1,0,1,1,1,1,1",0,26
"麻辣兔丁很香，兔肉很嫩，麻辣味很足，很下酒。","0","1,1,1,1,1,1,1,1",0,27
"桌子上的餐巾纸是湿的，没法用，叫服务员换了。","2","1,1,0,1,1,1,1,1",1,28
"蛋黄南瓜很香，咸蛋黄裹得很均匀，南瓜很甜。","0","1,1,1,1,1,1,1,1",0,27
"服务员拒绝帮我们热自带的白酒，说餐厅不允许。","3","1,1,1,0,1,1,1,1",1,28
"五香牛肉干很有嚼劲，五香味很足，越嚼越香。","0","1,1,1,1,1,1,1,1",0,27
"店家的招牌菜名不虚传，确实好吃，值得一试。","0","1,1,1,1,1,1,1,1",0,27
"服务员把汤洒在桌布上，直接用抹布擦了擦就走了。","3,7","1,1,1,0,1,1,1,0",3,30
"椰奶冻很滑很香，椰味很浓，上面还加了芒果粒。","0","1,1,1,1,1,1,1,1",0,27
"大厅里有人在直播吃饭，声音很大，很烦人。","2,3","1,1,0,0,1,1,1,1",1,28
"酱爆鸡丁很好吃，鸡丁很嫩，黄瓜丁很脆，酱香浓郁。","0","1,1,1,1,1,1,1,1",0,28
"等了很久的菜终于上了，但有一道菜根本没做，直接退了。","3,4","1,1,1,0,0,1,1,1",2,32
"冰镇咕咾肉很特别，冰块让肉更脆，酸甜更清爽。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的门口台阶很高，没有斜坡，轮椅进不来。","2","1,1,0,1,1,1,1,1",0,28
"章鱼烧很Q弹，章鱼粒很大，木鱼花在跳舞。","0","1,1,1,1,1,1,1,1",0,26
"服务员补菜速度很慢，火锅吃到后面都没菜可涮了。","3,4","1,1,1,0,0,1,1,1",1,30
"烧麦顶上的蟹子很鲜，肉馅很扎实，皮很薄。","0,1","1,1,1,1,1,1,1,1",0,27
"店里空调开了跟没开一样，热得汗流浃背。","2","1,1,0,1,1,1,1,1",1,26
"黑芝麻汤圆很香，芝麻馅很流沙，汤圆皮很糯。","0","1,1,1,1,1,1,1,1",0,27
"服务员送餐的时候口罩只遮住了下巴，鼻子和嘴都露着。","3,7","1,1,1,0,1,1,1,0",3,31
"青团很软糯，豆沙馅很细，艾草味很清香。","0","1,1,1,1,1,1,1,1",0,26
"手机充电宝租借很贵，一小时五块，太坑了。","5","1,1,1,1,1,0,1,1",1,28
"红烧牛蹄筋很烂很入味，满满的胶原蛋白，很好吃。","0","1,1,1,1,1,1,1,1",0,28
"桌与桌之间距离太近，隔壁的谈话我们听得一清二楚。","2","1,1,0,1,1,1,1,1",0,29
"炸冰淇淋很特别，外热内冷，很刺激，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"服务员打扫卫生的时候，扫帚扫到我们脚边了。","3,2","1,1,0,0,1,1,1,1",1,28
"清蒸白丝鱼很鲜，鱼肉很嫩，葱姜丝很提味。","0,1","1,1,1,1,1,1,1,1",0,27
"餐厅电梯里很脏，有股尿骚味，太恶心了。","2,7","1,1,0,1,1,1,1,0",3,29
"榴莲飞饼很香脆，榴莲肉很多，炼乳画在表面很甜。","0","1,1,1,1,1,1,1,1",0,28
"结账时说只能扫码不能现金，但之前没提醒过。","3,5","1,1,1,0,1,0,1,1",1,28
"砂锅粥里的虾肉很弹牙，粥底很绵，很暖胃。","0,1","1,1,1,1,1,1,1,1",0,27
"吃饭的时候服务员在旁边大声打电话，很吵。","3,2","1,1,0,0,1,1,1,1",1,28
"烧烤拼盘很丰富，羊肉牛肉鸡翅都有，烤得很香。","0,1","1,1,1,1,1,1,1,1",0,28
"菜里发现了一个完整的创可贴，太可怕了。","7","1,1,1,1,1,1,1,0",3,26
"香菇滑鸡饭很香，鸡肉很嫩，香菇很入味，饭很香。","0","1,1,1,1,1,1,1,1",0,28
"餐厅门口有免费停车券，但问了才给，不问就不给。","3,5","1,1,1,0,1,0,1,1",1,30
"椒盐豆腐鱼很好吃，豆腐鱼很嫩，椒盐很香。","0","1,1,1,1,1,1,1,1",0,26
"等位的时候看到后厨的人出来上厕所不洗手就回去了。","7,2","1,1,0,1,1,1,1,0",3,30
"酒香草头很香，酒味很足，草头很嫩，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"服务员上菜报菜名时说错了，把鱼说成了鸡，很搞笑。","3","1,1,1,0,1,1,1,1",1,29
"蟹柳炒蛋很嫩滑，蟹柳很多，蛋很香，小朋友喜欢。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的沙发很舒服，坐下去就不想起来了。","2","1,1,1,1,1,1,1,1",0,26
"泰式酸辣粉很开胃，酸辣味很正，粉很滑。","0","1,1,1,1,1,1,1,1",0,26
"服务员加水时直接加进锅里了，也忘了问我们要不要加汤。","3","1,1,1,0,1,1,1,1",1,31
"排骨年糕很好吃，排骨很香，年糕很Q弹，酱汁浓郁。","0","1,1,1,1,1,1,1,1",0,28
"店里的餐具消毒柜没插电，里面的碗是凉的。","7,2","1,1,0,1,1,1,1,0",2,28
"芥兰炒牛肉很嫩很脆，牛肉很嫩，芥兰很脆。","0","1,1,1,1,1,1,1,1",0,27
"吃完饭后发现小票上多了一笔费用，叫经理过来才去掉。","5,3","1,1,1,0,1,0,1,1",2,32
"桂花糖芋苗很甜很糯，芋头很软，桂花味很香。","0","1,1,1,1,1,1,1,1",0,27
"服务员递菜单的时候很用力，差点打到我的脸。","3","1,1,1,0,1,1,1,1",1,28
"烧鹅饭的鹅皮不脆，肉也偏老，有点失望。","0","0,1,1,1,1,1,1,1",1,27
"番茄牛腩汤很浓郁，牛腩很烂，番茄味很足。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的绿植都枯了，放在角落也没人管，很颓废。","2","1,1,0,1,1,1,1,1",0,28
"麻辣鸭头很入味，鸭头很大，啃着很过瘾。","0","1,1,1,1,1,1,1,1",0,26
"服务员收走了我们还没吃完的菜，说是以为吃完了。","3","1,1,1,0,1,1,1,1",1,30
"糖炒板栗很香糯，很好剥，很甜，冬天吃很暖。","0","1,1,1,1,1,1,1,1",0,28
"店里的广播声音太大了，想安静吃饭都不行。","2","1,1,0,1,1,1,1,1",0,27
"菠萝咕咾肉里的肉很老，炸得太过了，咬不动。","0","0,1,1,1,1,1,1,1",1,28
"法式吐司很好吃，外酥里软，肉桂味很香。","0","1,1,1,1,1,1,1,1",0,26
"等餐的时候服务员倒水很勤，服务很细心。","3","1,1,1,1,1,1,1,1",0,27
"海鲜炒面里的虾仁不新鲜，发白了，没吃。","1","1,0,1,1,1,1,1,1",2,28
"干煸牛肉丝很香，牛肉很有嚼劲，辣椒很够味。","0","1,1,1,1,1,1,1,1",0,27
"用餐完毕服务员主动帮忙打包，服务态度很好。","3","1,1,1,1,1,1,1,1",0,28
"杏仁豆腐很嫩滑，杏仁味很足，糖水很清甜。","0","1,1,1,1,1,1,1,1",0,27
"店里的风扇嗡嗡作响，像飞机起飞一样吵。","2","1,1,0,1,1,1,1,1",0,26
"椒盐鹌鹑很香，鹌鹑很嫩，椒盐味很足，下酒好菜。","0","1,1,1,1,1,1,1,1",0,28
"吃到一半发现盘子底下有蟑螂卵，瞬间想吐了。","7","1,1,1,1,1,1,1,0",3,28
"豉汁蒸鱼头很入味，鱼头很新鲜，豉汁味很浓。","0,1","1,1,1,1,1,1,1,1",0,28
"服务员说赠送的水果没有了，换成了两颗糖。","3,5","1,1,1,0,1,0,1,1",1,28
"脆皮香蕉很好吃，外皮很脆，香蕉很甜，炼乳很香。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的窗户很脏，外面都看不清，影响采光。","2","1,1,0,1,1,1,1,1",0,27
"羊肉手抓饭很香，羊肉很嫩，饭粒油亮，胡萝卜很甜。","0,1","1,1,1,1,1,1,1,1",0,28
"服务员上菜的时候把菜重重地砸在桌上，吓我一跳。","3","1,1,1,0,1,1,1,1",1,29
"凉拌折耳根很特别，味道很冲，爱的人很爱恨的人很恨。","0","1,1,1,1,1,1,1,1",0,29
"茶餐厅的港式奶茶很正宗，茶味浓奶味重，好喝。","0","1,1,1,1,1,1,1,1",0,27
"店里的椅子摇摇晃晃的，坐上去嘎吱响，该修了。","2","1,1,0,1,1,1,1,1",0,28
"宫保豆腐很好吃，豆腐外酥里嫩，花生很脆，酸甜辣平衡。","0","1,1,1,1,1,1,1,1",0,29
"服务员结账时算错了三遍，每次都不同金额，太不专业了。","3,5","1,1,1,0,1,0,1,1",2,32
"芝麻球很香很Q，芝麻馅很足，外皮很酥脆。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的安全通道堆满了杂物，万一出事很危险。","2","1,1,0,1,1,1,1,1",0,28
"姜葱炒花蟹很香，蟹肉很饱满，姜葱味很足。","0,1","1,1,1,1,1,1,1,1",0,27
"等了四十分钟的菜，上来是凉的，明显是做了很久的。","4,0","0,1,1,1,0,1,1,1",1,30
"马拉糕很松软，红糖味很香，很地道的点心。","0","1,1,1,1,1,1,1,1",0,27
"服务员上菜时把手指插到汤碗里了，当场要求换了一碗。","3,7","1,1,1,0,1,1,1,0",3,31
"担担面很正宗，麻辣味足，肉臊很香，花生碎很多。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的桌布上都是烫痕和污渍，很旧很脏。","2","1,1,0,1,1,1,1,1",0,26
"香煎包子底很脆，肉馅很鲜，汁水很多，好吃。","0","1,1,1,1,1,1,1,1",0,27
"结账时被告知不能用信用卡，只能手机支付或现金。","3,5","1,1,1,0,1,0,1,1",1,30
"萝卜炖牛腩很入味，牛腩很烂，萝卜很甜很糯。","0","1,1,1,1,1,1,1,1",0,27
"店里有人在吵架，声音很大，服务员也没处理。","2,3","1,1,0,0,1,1,1,1",1,28
"叉烧肠粉很滑很嫩，叉烧肉很多，酱油很鲜。","0","1,1,1,1,1,1,1,1",0,27
"服务员送餐时口罩挂在下巴上，全程没遮住口鼻。","3,7","1,1,1,0,1,1,1,0",3,30
"桂花赤豆糊很稠很甜，赤豆很绵，桂花很香。","0","1,1,1,1,1,1,1,1",0,27
"等位时间太长，进去后菜又上得慢，总耗时两小时。","4","1,1,1,1,0,1,1,1",1,29
"麻辣牛蛙很好吃，蛙肉很嫩，麻辣味很足，配菜也丰富。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的洗手台很干净，还放了护手霜，很细心。","2","1,1,1,1,1,1,1,1",0,28
"山药排骨汤很清甜，山药很糯，排骨肉很烂。","0","1,1,1,1,1,1,1,1",0,27
"服务员一把抓走了我们没吃完的餐巾纸，也不问一下。","3","1,1,1,0,1,1,1,1",1,29
"炸鸡腿很大个，外皮很脆，肉很多汁，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的灯光是暖黄色的，氛围很好，很温馨。","2","1,1,1,1,1,1,1,1",0,27
"凉拌海蜇很脆很爽口，醋味很足，很开胃。","0","1,1,1,1,1,1,1,1",0,26
"服务员推着餐车撞到了我的椅子，连句道歉都没有。","3","1,1,1,0,1,1,1,1",1,29
"雪菜肉丝面很鲜，雪菜很香，肉丝很多，面条劲道。","0","1,1,1,1,1,1,1,1",0,28
"糖醋排骨酸甜适中，但骨头太多了，肉很少。","0,5","0,1,1,1,1,0,1,1",1,28
"店里的菜单品种太多，反而每样都不精，味道一般。","0","0,1,1,1,1,1,1,1",1,28
"香蕉飞饼很香甜，香蕉肉很多，饼皮很薄很脆。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的柱子挡住了视线，看不到外面的街景。","2","1,1,0,1,1,1,1,1",0,27
"椒盐藕夹炸得很酥，藕很脆，肉馅很鲜，很好吃。","0","1,1,1,1,1,1,1,1",0,28
"买单的时候前台两个人在聊天，我站着等了五分钟。","3","1,1,1,0,1,1,1,1",1,29
"红枣银耳汤很粘稠，银耳出胶了，红枣很甜。","0","1,1,1,1,1,1,1,1",0,27
"吃到了变质的海带，酸臭的味道，太恶心了。","1,7","1,0,1,1,1,1,1,0",3,28
"红烧鱼籽很香，鱼籽很多，酱汁浓郁，很下饭。","0","1,1,1,1,1,1,1,1",0,27
"服务员收盘子的时候把脏碗摞得很高，差点倒了。","3","1,1,1,0,1,1,1,1",1,29
"榴莲酥外皮很酥，榴莲肉很多，味道很浓郁。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的景观位可以看到江景，晚上来特别漂亮。","2","1,1,1,1,1,1,1,1",0,28
"锅巴肉片很特别，锅巴很脆，肉片很嫩，汁水很足。","0","1,1,1,1,1,1,1,1",0,28
"服务员倒茶的时候水倒满了溢出来，也不擦。","3","1,1,1,0,1,1,1,1",1,28
"葱烧海参很入味，海参很软糯，葱香很浓郁。","0","1,1,1,1,1,1,1,1",0,27
"等了二十分钟没人来点菜，自己扫码点的，省事了。","3,4","1,1,1,0,0,1,1,1",1,30
"杂酱面里的酱很咸，吃完猛喝水，肉末也太少了。","0","0,1,1,1,1,1,1,1",1,28
"餐厅的吊灯很漂亮，很有设计感，拍照很好看。","2","1,1,1,1,1,1,1,1",0,27


"清炖羊肉很原味，羊肉很嫩，汤很清甜，没有膻味。","0,1","1,1,1,1,1,1,1,1",0,27
"服务员说厨房下班了不让加菜，才八点半而已。","3,4","1,1,1,0,0,1,1,1",1,28
"芝士焗龙虾很大只，芝士很多，龙虾肉很弹牙。","0,1","1,1,1,1,1,1,1,1",0,27
"店里的地板很油，走路都粘鞋底，太脏了。","2,7","1,1,0,1,1,1,1,0",3,28
"酸豆角肉末很下饭，酸豆角很脆，肉末很香。","0","1,1,1,1,1,1,1,1",0,27
"水煮鱼里的油是重复用的，颜色很深很浑浊。","7","1,1,1,1,1,1,1,0",3,27
"龟苓膏加炼乳很好吃，龟苓膏有点苦，炼乳很甜。","0","1,1,1,1,1,1,1,1",0,27
"服务员帮我们推荐了招牌菜，都很好吃，没有踩雷。","3,0","1,1,1,1,1,1,1,1",0,29
"湖南小炒肉很香很辣，五花肉炒得焦香，辣椒很够味。","0","1,1,1,1,1,1,1,1",0,28
"上菜时发现盘子下面有一滩水，直接弄湿了桌布。","3","1,1,1,0,1,1,1,1",1,29
"蛋黄酥很酥，蛋黄很沙，豆沙很细，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"团购的套餐里有些菜被换成了便宜的，商家太精了。","5,3","1,1,1,0,1,0,1,1",2,30
"煎饼果子很脆很香，薄脆很酥，酱料很够味。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的停车场很小，周末来根本找不到车位。","2","1,1,0,1,1,1,1,1",0,27
"蒜香排骨很香，排骨炸得很酥，蒜味很足。","0","1,1,1,1,1,1,1,1",0,27
"服务员上菜的时候把酱汁滴到了我朋友手机上，也不道歉。","3,7","1,1,1,0,1,1,1,0",3,31
"芒果糯米饭的芒果很甜，糯米很糯，椰浆很香。","0,1","1,1,1,1,1,1,1,1",0,28
"店里的电视一直在放广告，声音很大，很烦人。","2","1,1,0,1,1,1,1,1",0,27
"酸菜鱼里的酸菜很脆很酸爽，鱼片很嫩滑。","0","1,1,1,1,1,1,1,1",0,27
"结账时发现收银员少找了钱，说了才补给我们。","5,3","1,1,1,0,1,0,1,1",1,29
"红油抄手皮很薄，肉馅很鲜，红油很香很辣。","0","1,1,1,1,1,1,1,1",0,27
"餐厅里有人带宠物狗进来，也没人管，不卫生。","2,7","1,1,0,1,1,1,1,0",3,29
"蚝皇豆腐很滑嫩，蚝油味很足，豆腐入口即化。","0","1,1,1,1,1,1,1,1",0,27
"服务员一直在推销贵价海鲜，拒绝了还继续推荐。","3,5","1,1,1,0,1,0,1,1",2,30
"洋葱圈炸得很酥脆，洋葱很甜，蘸番茄酱很好吃。","0","1,1,1,1,1,1,1,1",0,28
"等了一个小时，隔壁桌比我们晚来的都已经吃完了。","4","1,1,1,1,0,1,1,1",2,28
"山药炒木耳很清爽，山药很脆，木耳很有嚼劲。","0","1,1,1,1,1,1,1,1",0,27
"服务员收茶位费但茶壶是漏的，倒水的时候一直滴水。","3,5","1,1,1,0,1,0,1,1",1,30
"辣白菜炒饭很开胃，辣白菜很脆，饭粒分明，鸡蛋很香。","0","1,1,1,1,1,1,1,1",0,29
"餐厅的卡座很舒服，私密性也很好，适合约会。","2","1,1,1,1,1,1,1,1",0,27
"油条很酥脆，泡在豆浆里吃，绝配，很满足。","0","1,1,1,1,1,1,1,1",0,27
"服务员把别人桌的账单拿给我们，差点付错了钱。","3","1,1,1,0,1,1,1,1",1,29
"酱鸭舌很有嚼劲，酱香味很足，下酒一流。","0","1,1,1,1,1,1,1,1",0,26
"吃出塑料碎片，很小的一块，还好没有吞下去。","7","1,1,1,1,1,1,1,0",3,27
"牛肉炒刀削面很劲道，牛肉很多，番茄鸡蛋很香。","0","1,1,1,1,1,1,1,1",0,28
"餐厅里的服务员都穿着统一服装，看起来很专业。","3","1,1,1,1,1,1,1,1",0,27
"酸菜猪肉炖粉条很东北，酸菜很酸爽，粉条很滑。","0","1,1,1,1,1,1,1,1",0,28
"服务员在餐厅里大声训斥新来的同事，很影响客人。","3,2","1,1,0,0,1,1,1,1",1,30
"芝士球很好吃，外酥里软，芝士拉丝很长。","0","1,1,1,1,1,1,1,1",0,26
"店里的玻璃杯有裂痕，喝水时很担心会破。","2","1,1,0,1,1,1,1,1",0,26
"香酥鸡很香，鸡皮很脆，鸡肉很嫩，很入味。","0","1,1,1,1,1,1,1,1",0,27
